"","Type","Subpopulation","Indicator","Category","NResp","Estimate.P","StdError.P","LCB95Pct.P","UCB95Pct.P","Estimate.U","StdError.U","LCB95Pct.U","UCB95Pct.U"
"1","Combined","All Basins","TNTStatus","T",826,98.0483867379072,0.53774544845125,96.9944250260924,99.102348449722,15039.6420417276,164.77372001546,14716.6914848986,15362.5925985566
"2","Combined","All Basins","TNTStatus","NT",11,1.95161326209281,0.53774544845125,0.897651550278018,3.0055749739076,299.357958272416,82.1457284917009,138.355288944876,460.360627599955
"3","Combined","All Basins","TNTStatus","Total",837,100,0,100,100,15339,136.893950404099,15070.6927875066,15607.3072124934
"4","Basin","ZONE 1","TNTStatus","T",234,97.3533494191956,0.786309227683677,95.8122116522241,98.8944871861671,10075.0981313926,158.05112263259,9765.32362331656,10384.8726394686
"5","Basin","ZONE 1","TNTStatus","NT",8,2.64665058080438,0.786309227683677,1.10551281383286,4.18778834777589,273.901868607445,81.0318490800696,115.082362809824,432.721374405067
"6","Basin","ZONE 1","TNTStatus","Total",242,100,0,100,100,10349,129.42478785611,10095.3320770953,10602.6679229047
"7","Basin","ZONE 2","TNTStatus","T",177,100,0,100,100,2706,39.5173048541944,2628.54750571969,2783.45249428031
"8","Basin","ZONE 2","TNTStatus","Total",177,100,0,100,100,2706,39.5173048541944,2628.54750571969,2783.45249428031
"9","Basin","ZONE 3","TNTStatus","T",111,98.2375803920712,1.10412297084409,96.0735391347135,100,1142.50305995979,20.6395167815507,1102.05035040964,1182.95576950994
"10","Basin","ZONE 3","TNTStatus","NT",2,1.76241960792877,1.10412297084409,0,3.92646086528654,20.4969400402115,12.8388251640658,0,45.660574965587
"11","Basin","ZONE 3","TNTStatus","Total",113,100,0,100,100,1163,16.2076406120583,1131.233608126,1194.766391874
"12","Basin","ZONE 4","TNTStatus","T",117,99.44216539654,0.462893863609704,98.5349100952004,100,884.040850375241,13.353906985543,857.867673630679,910.214027119803
"13","Basin","ZONE 4","TNTStatus","NT",1,0.557834603459967,0.462893863609704,0,1.46508990479958,4.9591496247591,4.1139655447777,0,13.0223739261621
"14","Basin","ZONE 4","TNTStatus","Total",118,100,0,100,100,889,12.6722284494191,864.162888635275,913.837111364725
"15","Basin","ZONE 5","TNTStatus","T",120,100,0,100,100,207,2.06601416110998,202.950686652675,211.049313347325
"16","Basin","ZONE 5","TNTStatus","Total",120,100,0,100,100,207,2.06601416110998,202.950686652675,211.049313347325
"17","Basin","ZONE 6","TNTStatus","T",67,100,0,100,100,25,0.138420025579812,24.7287017351245,25.2712982648755
"18","Basin","ZONE 6","TNTStatus","Total",67,100,0,100,100,25,0.138420025579812,24.7287017351245,25.2712982648755
"19","Combined","All Basins","EXCLUSION.CATEGORY","DRY",2,0.146009574998294,0.0836005506454853,0,0.309863643351162,22.3964087089883,12.8276854469509,0,47.5382101900207
"20","Combined","All Basins","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",364,57.5448543613935,2.04826578586843,53.5303271903258,61.5593815324613,8826.80521049416,319.47515758473,8200.64540767283,9452.96501331549
"21","Combined","All Basins","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",106,10.6661278125452,1.14765812381527,8.41675922330246,12.9154964017879,1636.07734516631,176.58335576368,1289.98032760027,1982.17436273235
"22","Combined","All Basins","EXCLUSION.CATEGORY","SAMPLED",351,29.1628509757082,1.9209153124552,25.3979261459445,32.9277758054719,4473.28971116388,301.194843828565,3882.95866493073,5063.62075739704
"23","Combined","All Basins","EXCLUSION.CATEGORY","UNABLE TO ACCESS",3,0.528544013261927,0.332824246730963,0,1.18086755003629,81.073366194247,51.0817980269025,0,181.191850592525
"24","Combined","All Basins","EXCLUSION.CATEGORY","WRONG RESOURCE/NOT PART OF TARGET POPULATION",11,1.95161326209281,0.53774544845125,0.897651550278018,3.0055749739076,299.357958272416,82.1457284917009,138.355288944876,460.360627599955
"25","Combined","All Basins","EXCLUSION.CATEGORY","Total",837,100,0,100,100,15339,136.893950404099,15070.6927875066,15607.3072124934
"26","Basin","ZONE 1","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",158,65.848346112843,2.83324809177067,60.2952818937057,71.4014103319804,6814.64533921813,298.30746519854,6229.97345110955,7399.3172273267
"27","Basin","ZONE 1","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",15,6.44371187084567,1.4262026765568,3.64840599013971,9.23901775155164,666.859741513819,146.982593137211,378.77915261058,954.940330417057
"28","Basin","ZONE 1","EXCLUSION.CATEGORY","SAMPLED",60,24.486730237738,2.666369886831,19.2607412900872,29.7127191853889,2534.13171230351,283.204370445595,1979.0613459658,3089.20207864122
"29","Basin","ZONE 1","EXCLUSION.CATEGORY","UNABLE TO ACCESS",1,0.574561197768856,0.475630588692924,0,1.50678002155257,59.4613383570989,49.2528182620223,0,155.995088287759
"30","Basin","ZONE 1","EXCLUSION.CATEGORY","WRONG RESOURCE/NOT PART OF TARGET POPULATION",8,2.64665058080438,0.786309227683677,1.10551281383286,4.18778834777589,273.901868607445,81.0318490800696,115.082362809824,432.721374405067
"31","Basin","ZONE 1","EXCLUSION.CATEGORY","Total",242,100,0,100,100,10349,129.42478785611,10095.3320770953,10602.6679229047
"32","Basin","ZONE 2","EXCLUSION.CATEGORY","DRY",2,0.827657380228688,0.473890926219918,0,1.75646652822006,22.3964087089883,12.8276854469509,0,47.5382101900207
"33","Basin","ZONE 2","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",77,46.1804891633604,3.55919151296888,39.2046019838608,53.1563763428601,1249.64403676053,97.4678093315044,1058.61064081877,1440.6774327023
"34","Basin","ZONE 2","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",38,22.1575843809758,3.040077529987,16.1991419119918,28.1160268499598,599.584233349205,84.4795290962364,434.007398889678,765.161067808732
"35","Basin","ZONE 2","EXCLUSION.CATEGORY","SAMPLED",60,30.8342690754351,3.12391430368837,24.7115095494164,36.9570286014538,834.375321181273,83.4253967982863,670.864548060669,997.886094301878
"36","Basin","ZONE 2","EXCLUSION.CATEGORY","Total",177,100,0,100,100,2706,39.5173048541944,2628.54750571969,2783.45249428031
"37","Basin","ZONE 3","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",37,34.1669084413642,4.02847515073703,26.2712422333051,42.0625746494234,397.361145173066,47.5125730388028,304.238213204184,490.484077141948
"38","Basin","ZONE 3","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",16,15.6081218825225,3.37725954130711,8.98881481511631,22.2274289499287,181.522457493737,39.2298082519584,104.633446199486,258.411468787987
"39","Basin","ZONE 3","EXCLUSION.CATEGORY","SAMPLED",57,47.3568645685892,4.10006306420298,39.3208886284084,55.39284050877,550.760334932692,48.1164514442972,456.453823038,645.066846827385
"40","Basin","ZONE 3","EXCLUSION.CATEGORY","UNABLE TO ACCESS",1,1.10568549959529,0.961000997570349,0,2.98921284394024,12.8591223602932,11.1861226115894,0,34.7835198056576
"41","Basin","ZONE 3","EXCLUSION.CATEGORY","WRONG RESOURCE/NOT PART OF TARGET POPULATION",2,1.76241960792877,1.10412297084409,0,3.92646086528654,20.4969400402115,12.8388251640658,0,45.660574965587
"42","Basin","ZONE 3","EXCLUSION.CATEGORY","Total",113,100,0,100,100,1163,16.2076406120583,1131.233608126,1194.766391874
"43","Basin","ZONE 4","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",35,31.2663027767685,3.94897587563756,23.5264522847013,39.0061532688356,277.957431685472,35.8342176236038,207.723655729038,348.191207641906
"44","Basin","ZONE 4","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",23,18.8661633281818,3.31288024638056,12.3730373601817,25.3592892961818,167.720191987536,29.5758647816577,109.75256220386,225.687821771211
"45","Basin","ZONE 4","EXCLUSION.CATEGORY","SAMPLED",58,48.3251204977929,3.93216637137414,40.61821602868,56.0320249669057,429.610321225379,34.7375388512059,361.525996165454,497.694646285303
"46","Basin","ZONE 4","EXCLUSION.CATEGORY","UNABLE TO ACCESS",1,0.984578793796956,0.860205759643668,0,2.67055110199246,8.75290547685494,7.64072272942511,0,23.7284468423847
"47","Basin","ZONE 4","EXCLUSION.CATEGORY","WRONG RESOURCE/NOT PART OF TARGET POPULATION",1,0.557834603459967,0.462893863609704,0,1.46508990479958,4.9591496247591,4.1139655447777,0,13.0223739261621
"48","Basin","ZONE 4","EXCLUSION.CATEGORY","Total",118,100,0,100,100,889,12.6722284494191,864.162888635275,913.837111364725
"49","Basin","ZONE 5","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",51,41.0355643667945,2.80275287980275,35.5422696648152,46.5288590687739,84.9436182392647,5.92683680777907,73.3272315537714,96.560004924758
"50","Basin","ZONE 5","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",10,9.1202718373483,2.49787353043366,4.22452967976242,14.0160139949342,18.878962703311,5.18198176132052,8.72246508257932,29.0354603240426
"51","Basin","ZONE 5","EXCLUSION.CATEGORY","SAMPLED",59,49.8441637958572,2.71179745270961,44.5291384551789,55.1591891365354,103.177419057424,5.58670185150471,92.2276846361119,114.127153478737
"52","Basin","ZONE 5","EXCLUSION.CATEGORY","Total",120,100,0,100,100,207,2.06601416110998,202.950686652675,211.049313347325
"53","Basin","ZONE 6","EXCLUSION.CATEGORY","NO PERMISSION FROM OWNER",6,9.01455767077268,2.51040103699187,4.09426205151662,13.9348532900287,2.25363941769317,0.628904378707441,1.02100948570705,3.48626934967929
"54","Basin","ZONE 6","EXCLUSION.CATEGORY","OTHERWISE UNSAMPLEABLE",4,6.04703247480403,2.66644704661474,0.820892296755939,11.2731726528521,1.51175811870101,0.66741520705934,0.203648350130358,2.81986788727166
"55","Basin","ZONE 6","EXCLUSION.CATEGORY","SAMPLED",57,84.9384098544233,3.42965055702982,78.2164182830871,91.6604014257595,21.2346024636058,0.849079423737392,19.5704373730665,22.8987675541451
"56","Basin","ZONE 6","EXCLUSION.CATEGORY","Total",67,100,0,100,100,25,0.138420025579812,24.7287017351245,25.2712982648755
